working_capital_ta,retained_earnings_ta,ebitda_ta,market_cap_tl,sales_ta,sentiment,bankrupt
-0.1880058692679012,-0.6340018553896274,-0.1384514270733111,6.00104622231135,2.581994257365899,-0.8152583214482068,0
0.44578573705090785,-0.45844154937495274,-0.16696153263801775,8.963493802426004,0.7273407850356193,-0.8784925408239599,0
0.20519333599254563,0.3800042650447968,-0.276692261247998,6.7563747000694345,1.2785749608576131,0.2083839014873281,0
0.05852433261674028,-0.7519903506682373,0.025086669071041512,1.0087979715104387,2.355154165316582,0.9322326449855096,0
-0.4283794955133198,0.4132293065867769,-0.06636308764395982,2.235107039034829,1.7391037713832318,0.005442617909448,0
-0.42840602763017704,-1.3061042518512787,0.20599069462680253,2.6397449265307205,2.611141531358639,-0.8969695481213897,0
-0.5361080266149806,0.2089565618589877,-0.37752329366255927,3.10179240120169,3.368106864157723,-0.5575626878450877,0
0.3527937603524288,0.3646047927204201,0.050707549288588394,6.789186669486546,0.49625873823167144,-0.5104141871684587,0
0.061226512917529785,-1.1000011637578546,0.13406421495809273,6.052549700106468,2.5125302357534074,-0.32428574172610003,0
0.17887983557565013,-0.553237628781159,0.13164059843181486,2.445888859986865,0.8831701291491894,-0.9127932328275747,0
-0.5773570562746173,-1.1359004957399577,0.22025177696686749,0.819982573033688,1.5092208731857355,0.8097854009958325,0
0.4669008373781939,0.054529083787279164,0.11032361998064577,2.0654721316518696,0.2117332677034754,0.031127889442990497,0
0.315686904880464,-0.32223491026435513,0.2494670431533873,11.812731938297054,0.5620850997951764,0.34186158590821814,0
-0.3664269782538962,-0.10228863724169357,-0.16714038012537602,5.627877927999752,1.187242782766259,-0.8656543262099821,0
-0.3999925360721893,-1.0677286726963353,-0.047753408273919884,10.409472601378328,1.2627517379791489,-0.8917690643927012,0
-0.39825503916122273,-1.034159103484677,-0.39014423570197654,10.186542075359432,3.1585897359711255,0.17293554408109446,0
-0.26533353274450844,-1.408705883878206,-0.3951296888876962,6.143119493979856,2.6221638915061516,0.7745920210084161,0
-0.022767925204538297,-0.7914514225693945,-0.2319113656839361,8.483185624441917,3.40542209183594,0.05696400191909401,0
-0.12486047949367263,-0.268561745065915,-0.32943496200264033,2.32109660484842,2.136843135139818,0.7556383451401429,0
